Year,Make,Model,Trim,Doors,Type,Price,Mileage,Accidents,Owners,Usage,Title Details,Salvage Vehicle,Frame Damage,Theft History,Lemon Status,Certified Pre-Owned,Listed since,car_url,Miles_threshold,Days_on_market
2021,Honda,CR-V,EX,4dr,SUV,24873.0,42270.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H56MH654074/?radius=25,45000,
2019,Honda,CR-V,LX,4dr,SUV,24885.0,26163.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2019/vin/2HKRW5H39KH410898/?radius=25,75000,
2021,Honda,CR-V,EX,4dr,SUV,24887.0,32695.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-04-03,https://www.edmunds.com/honda/cr-v/2021/vin/7FARW2H53ME005433/?radius=25,45000,14.0
2021,Honda,CR-V,EX,4dr,SUV,24888.0,32172.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-03-29,https://www.edmunds.com/honda/cr-v/2021/vin/5J6RW2H57MA007006/?radius=25,45000,19.0
2021,Honda,CR-V,EX,4dr,SUV,24888.0,38376.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-03-11,https://www.edmunds.com/honda/cr-v/2021/vin/7FARW2H50ME009584/?radius=25,45000,37.0
2020,Honda,CR-V,EX-L,4dr,SUV,24894.0,24700.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-04-03,https://www.edmunds.com/honda/cr-v/2020/vin/5J6RW2H8XLA021426/?radius=25,60000,14.0
2020,Honda,CR-V,EX-L,4dr,SUV,24895.0,20247.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2020/vin/5J6RW2H89LA021949/?radius=25,60000,
2021,Honda,CR-V,EX,4dr,SUV,24899.0,29467.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-04-10,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H56MH602959/?radius=25,45000,7.0
2020,Honda,CR-V,EX-L,4dr,SUV,24928.0,23318.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-01-30,https://www.edmunds.com/honda/cr-v/2020/vin/2HKRW2H89LH692083/?radius=25,60000,78.0
2021,Honda,CR-V,EX,4dr,SUV,24936.0,30382.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-01-23,https://www.edmunds.com/honda/cr-v/2021/vin/7FARW2H52ME001194/?radius=25,45000,85.0
2020,Honda,CR-V,EX-L,4dr,SUV,24979.0,36063.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-04,https://www.edmunds.com/honda/cr-v/2020/vin/2HKRW2H83LH616553/?radius=25,60000,44.0
2020,Honda,CR-V,EX-L,4dr,SUV,24980.0,33498.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-24,https://www.edmunds.com/honda/cr-v/2020/vin/2HKRW2H80LH696331/?radius=25,60000,24.0
2021,Honda,CR-V,EX,4dr,SUV,24988.0,21599.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-01-28,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H57MH642886/?radius=25,45000,80.0
2019,Honda,CR-V,EX,4dr,SUV,24990.0,31680.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-14,https://www.edmunds.com/honda/cr-v/2019/vin/5J6RW1H57KA014805/?radius=25,75000,34.0
2020,Honda,CR-V,LX,4dr,SUV,24990.0,42801.0,0,1,Personal use only,Clean Title,No,No,No,No,No,2024-04-05,https://www.edmunds.com/honda/cr-v/2020/vin/2HKRW2H29LH642585/?radius=25,60000,12.0
2022,Honda,CR-V,EX,4dr,SUV,24990.0,27693.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2022/vin/5J6RW1H5XNA001857/?radius=25,30000,
2021,Honda,CR-V,EX,4dr,SUV,24990.0,17581.0,0,1,Personal use,Clean Title,No,No,No,No,No,2023-09-09,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H59MH630979/?radius=25,45000,221.0
2021,Honda,CR-V,EX-L,4dr,SUV,24990.0,24613.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-04-03,https://www.edmunds.com/honda/cr-v/2021/vin/5J6RW2H86MA002633/?radius=25,45000,14.0
2019,Honda,CR-V,EX-L,4dr,SUV,24990.0,47209.0,0,1,Personal use only,Clean Title,No,No,No,No,No,2023-08-30,https://www.edmunds.com/honda/cr-v/2019/vin/JHLRW2H85KX011357/?radius=25,75000,231.0
2021,Honda,CR-V,EX,4dr,SUV,24994.0,30595.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2021/vin/5J6RW2H51MA010645/?radius=25,45000,
2019,Honda,CR-V,EX-L,4dr,SUV,24995.0,10227.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-02-10,https://www.edmunds.com/honda/cr-v/2019/vin/7FARW2H80KE042656/?radius=25,75000,67.0
2021,Honda,CR-V,EX,4dr,SUV,24995.0,32804.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-04-10,https://www.edmunds.com/honda/cr-v/2021/vin/7FARW2H51ME014177/?radius=25,45000,7.0
2020,Honda,CR-V,EX-L,4dr,SUV,24996.0,41128.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-14,https://www.edmunds.com/honda/cr-v/2020/vin/2HKRW2H84LH679399/?radius=25,60000,34.0
2021,Honda,CR-V,EX,4dr,SUV,24996.0,27790.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-02-01,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H57MH608365/?radius=25,45000,76.0
2020,Honda,CR-V,LX,4dr,SUV,24998.0,44706.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2020/vin/5J6RW2H20LL018843/?radius=25,60000,
2021,Honda,CR-V,LX,4dr,SUV,24998.0,29397.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2021/vin/7FARW1H24ME005120/?radius=25,45000,
2019,Honda,CR-V,LX,4dr,SUV,24998.0,42341.0,0,1,Personal use only,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2019/vin/2HKRW6H39KH234022/?radius=25,75000,
2019,Honda,CR-V,EX,4dr,SUV,24998.0,43510.0,0,1,Personal use only,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2019/vin/5J6RW1H57KA034374/?radius=25,75000,
2019,Honda,CR-V,LX,4dr,SUV,24998.0,21756.0,0,1,Personal use only,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2019/vin/5J6RW5H32KL004628/?radius=25,75000,
2019,Honda,CR-V,EX,4dr,SUV,24998.0,45588.0,0,1,Personal use only,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2019/vin/2HKRW2H52KH669328/?radius=25,75000,
2019,Honda,CR-V,LX,4dr,SUV,24998.0,13901.0,0,1,Personal use only,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2019/vin/2HKRW5H38KH422346/?radius=25,75000,
2019,Honda,CR-V,LX,4dr,SUV,24998.0,35541.0,0,1,Personal use only,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2019/vin/5J6RW6H31KL004352/?radius=25,75000,
2019,Honda,CR-V,EX,4dr,SUV,24998.0,46827.0,0,1,Personal use only,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2019/vin/JHLRW2H51KX002497/?radius=25,75000,
2020,Honda,CR-V,EX-L,4dr,SUV,24998.0,54425.0,0,1,Personal use only,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2020/vin/2HKRW1H88LH402023/?radius=25,60000,
2019,Honda,CR-V,EX,4dr,SUV,24998.0,47931.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2019/vin/2HKRW2H56KH668537/?radius=25,75000,
2019,Honda,CR-V,EX,4dr,SUV,24998.0,44680.0,0,1,Personal use only,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2019/vin/7FARW1H59KE012829/?radius=25,75000,
2019,Honda,CR-V,EX,4dr,SUV,24998.0,57506.0,0,1,Personal use only,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2019/vin/5J6RW2H56KL020427/?radius=25,75000,
2020,Honda,CR-V,EX,4dr,SUV,24998.0,56147.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2020/vin/7FARW1H54LE027787/?radius=25,60000,
2020,Honda,CR-V,LX,4dr,SUV,24999.0,47170.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-03-12,https://www.edmunds.com/honda/cr-v/2020/vin/2HKRW2H28LH649852/?radius=25,60000,36.0
2021,Honda,CR-V,Special Edition,4dr,SUV,24999.0,29394.0,0,1,Personal use only,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2021/vin/7FARW1H71ME015082/?radius=25,45000,
2020,Honda,CR-V,EX,4dr,SUV,25076.0,19943.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2020/vin/2HKRW2H59LH697709/?radius=25,60000,
2021,Honda,CR-V,EX,4dr,SUV,25135.0,29757.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H52MH648899/?radius=25,45000,
2022,Honda,CR-V,Special Edition,4dr,SUV,25150.0,20905.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-01-13,https://www.edmunds.com/honda/cr-v/2022/vin/7FARW2H77NE000268/?radius=25,30000,95.0
2021,Honda,CR-V,EX,4dr,SUV,25166.0,11905.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-04-10,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H52MH654167/?radius=25,45000,7.0
2021,Honda,CR-V,EX,4dr,SUV,25189.0,29699.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-02-05,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H55MH613452/?radius=25,45000,72.0
2021,Honda,CR-V,EX,4dr,SUV,25199.0,24565.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-28,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H53MH613465/?radius=25,45000,20.0
2021,Honda,CR-V,LX,4dr,SUV,25223.0,18385.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2021/vin/5J6RW2H2XML021864/?radius=25,45000,
2021,Honda,CR-V,EX,4dr,SUV,25229.0,30621.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-03-22,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H56MH627067/?radius=25,45000,26.0
2021,Honda,CR-V,EX,4dr,SUV,25241.0,41018.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H54MH636267/?radius=25,45000,
2021,Honda,CR-V,EX,4dr,SUV,25300.0,25819.0,0,1,Personal use,Clean Title,No,No,No,No,No,2023-10-14,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H50MH604528/?radius=25,45000,186.0
2021,Honda,CR-V,EX,4dr,SUV,25324.0,23874.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H55MH672789/?radius=25,45000,
2021,Honda,CR-V,EX,4dr,SUV,25326.0,19726.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-01-10,https://www.edmunds.com/honda/cr-v/2021/vin/7FARW2H57ME002146/?radius=25,45000,98.0
2020,Honda,CR-V,EX,4dr,SUV,25395.0,18933.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2020/vin/2HKRW2H58LH602475/?radius=25,60000,
2021,Honda,CR-V,EX,4dr,SUV,25396.0,34856.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-04-02,https://www.edmunds.com/honda/cr-v/2021/vin/7FARW2H52ME026905/?radius=25,45000,15.0
2021,Honda,CR-V,EX,4dr,SUV,25405.0,30253.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-03-15,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H55MH633202/?radius=25,45000,33.0
2021,Honda,CR-V,EX,4dr,SUV,25434.0,28203.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-02-11,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H58MH615034/?radius=25,45000,66.0
2021,Honda,CR-V,EX,4dr,SUV,25484.0,23427.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-04-02,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H57MH642872/?radius=25,45000,15.0
2020,Honda,CR-V,Touring,4dr,SUV,25491.0,19008.0,0,1,Personal use only,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2020/vin/2HKRW2H93LH653479/?radius=25,60000,
2021,Honda,CR-V,EX,4dr,SUV,25492.0,31025.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-04-01,https://www.edmunds.com/honda/cr-v/2021/vin/7FARW2H51ME027267/?radius=25,45000,16.0
2021,Honda,CR-V,EX,4dr,SUV,25499.0,29832.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H56MH655774/?radius=25,45000,
2021,Honda,CR-V,EX,4dr,SUV,25499.0,33962.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-03-22,https://www.edmunds.com/honda/cr-v/2021/vin/5J6RW2H51MA005607/?radius=25,45000,26.0
2019,Honda,CR-V,EX-L,4dr,SUV,25500.0,39313.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-03-08,https://www.edmunds.com/honda/cr-v/2019/vin/7FARW2H88KE040816/?radius=25,75000,40.0
2021,Honda,CR-V,EX,4dr,SUV,25500.0,13633.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-04-07,https://www.edmunds.com/honda/cr-v/2021/vin/5J6RW2H52MA011044/?radius=25,45000,10.0
2020,Honda,CR-V,EX-L,4dr,SUV,25539.0,48960.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2020/vin/2HKRW1H87LH426328/?radius=25,60000,
2021,Honda,CR-V,EX,4dr,SUV,25543.0,33314.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H52MH644139/?radius=25,45000,
2021,Honda,CR-V,EX,4dr,SUV,25543.0,37656.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H53MH604734/?radius=25,45000,
2021,Honda,CR-V,EX,4dr,SUV,25544.0,22930.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-02-14,https://www.edmunds.com/honda/cr-v/2021/vin/7FARW2H56ME018077/?radius=25,45000,63.0
2019,Honda,Pilot,LX,4dr,SUV,25582.0,18241.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-04-10,https://www.edmunds.com/honda/pilot/2019/vin/5FNYF6H12KB084022/?radius=25,75000,7.0
2021,Honda,CR-V,EX,4dr,SUV,25588.0,36676.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-04-11,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H57MH628275/?radius=25,45000,6.0
2021,Honda,CR-V,LX,4dr,SUV,25590.0,32162.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-20,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW1H29MH410175/?radius=25,45000,28.0
2020,Honda,CR-V,EX-L,4dr,SUV,25590.0,28600.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-03-31,https://www.edmunds.com/honda/cr-v/2020/vin/2HKRW2H87LH679817/?radius=25,60000,17.0
2020,Honda,CR-V,EX-L,4dr,SUV,25593.0,21296.0,0,1,Personal use only,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2020/vin/2HKRW2H83LH672671/?radius=25,60000,
2021,Honda,CR-V,Special Edition,4dr,SUV,25595.0,20279.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2021/vin/5J6RW2H7XML024856/?radius=25,45000,
2020,Honda,CR-V,EX-L,4dr,SUV,25602.0,26538.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2023-10-30,https://www.edmunds.com/honda/cr-v/2020/vin/2HKRW2H88LH689742/?radius=25,60000,170.0
2020,Honda,CR-V,EX-L,4dr,SUV,25609.0,33523.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-04-10,https://www.edmunds.com/honda/cr-v/2020/vin/7FARW1H80LE012973/?radius=25,60000,7.0
2021,Honda,CR-V,EX,4dr,SUV,25632.0,26755.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-28,https://www.edmunds.com/honda/cr-v/2021/vin/5J6RW2H59MA005323/?radius=25,45000,20.0
2021,Honda,CR-V,EX-L,4dr,SUV,25650.0,38314.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-04-02,https://www.edmunds.com/honda/cr-v/2021/vin/5J6RW2H84MA000198/?radius=25,45000,15.0
2021,Honda,CR-V,EX,4dr,SUV,25653.0,23151.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-04-04,https://www.edmunds.com/honda/cr-v/2021/vin/7FARW2H55ME008723/?radius=25,45000,13.0
2021,Honda,CR-V,EX,4dr,SUV,25654.0,30566.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-02-21,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H55MH654230/?radius=25,45000,56.0
2020,Honda,CR-V,EX-L,4dr,SUV,25663.0,24519.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-01-14,https://www.edmunds.com/honda/cr-v/2020/vin/5J6RW2H81LA020486/?radius=25,60000,94.0
2019,Honda,CR-V,EX,4dr,SUV,25694.0,39766.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-03-23,https://www.edmunds.com/honda/cr-v/2019/vin/7FARW2H58KE057718/?radius=25,75000,25.0
2019,Honda,CR-V,EX,4dr,SUV,25694.0,44591.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-03-13,https://www.edmunds.com/honda/cr-v/2019/vin/7FARW2H58KE016568/?radius=25,75000,35.0
2019,Honda,CR-V,EX,4dr,SUV,25700.0,26898.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-04-01,https://www.edmunds.com/honda/cr-v/2019/vin/7FARW2H51KE043515/?radius=25,75000,16.0
2021,Honda,CR-V,EX,4dr,SUV,25710.0,22210.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-03-27,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H51MH613500/?radius=25,45000,21.0
2021,Honda,CR-V,EX-L,4dr,SUV,25776.0,30314.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H89MH677908/?radius=25,45000,
2021,Honda,CR-V,EX-L,4dr,SUV,25777.0,37209.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H85MH600839/?radius=25,45000,
2021,Honda,CR-V,EX,4dr,SUV,25783.0,36626.0,0,1,Personal use only,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2021/vin/5J6RW2H58ML015118/?radius=25,45000,
2021,Honda,CR-V,EX,4dr,SUV,25788.0,28803.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-02-28,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H59MH665828/?radius=25,45000,49.0
2021,Honda,CR-V,EX-L,4dr,SUV,25815.0,43980.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-04-03,https://www.edmunds.com/honda/cr-v/2021/vin/7FARW2H81ME007997/?radius=25,45000,14.0
2021,Honda,CR-V,LX,4dr,SUV,25820.0,16362.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2021/vin/5J6RW2H26ML011624/?radius=25,45000,
2020,Honda,CR-V,EX,4dr,SUV,25869.0,38356.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2020/vin/2HKRW2H56LH695397/?radius=25,60000,
2021,Honda,CR-V,EX,4dr,SUV,25874.0,29923.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-04-02,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H50MH649307/?radius=25,45000,15.0
2020,Honda,CR-V,EX,4dr,SUV,25879.0,29389.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2020/vin/7FARW2H56LE016182/?radius=25,60000,
2020,Honda,CR-V,EX,4dr,SUV,25900.0,41836.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-04-09,https://www.edmunds.com/honda/cr-v/2020/vin/5J6RW2H50LL036947/?radius=25,60000,8.0
2020,Honda,CR-V,EX,4dr,SUV,25900.0,37168.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-04-10,https://www.edmunds.com/honda/cr-v/2020/vin/2HKRW2H53LH638736/?radius=25,60000,7.0
2021,Honda,CR-V,EX,4dr,SUV,25925.0,22149.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-28,https://www.edmunds.com/honda/cr-v/2021/vin/7FARW2H54ME004694/?radius=25,45000,20.0
2019,Honda,Pilot,EX,4dr,SUV,25926.0,57884.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/pilot/2019/vin/5FNYF6H37KB078640/?radius=25,75000,
2021,Honda,CR-V,EX,4dr,SUV,25945.0,31890.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-04-03,https://www.edmunds.com/honda/cr-v/2021/vin/5J6RW2H5XMA005251/?radius=25,45000,14.0
2021,Honda,CR-V,EX,4dr,SUV,25945.0,16414.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-05,https://www.edmunds.com/honda/cr-v/2021/vin/5J6RW2H51MA005283/?radius=25,45000,43.0
2021,Honda,CR-V,EX-L,4dr,SUV,25949.0,17096.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-02-24,https://www.edmunds.com/honda/cr-v/2021/vin/5J6RW2H80MA010260/?radius=25,45000,53.0
2021,Honda,CR-V,EX,4dr,SUV,25961.0,25956.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-03-22,https://www.edmunds.com/honda/cr-v/2021/vin/5J6RW2H54MA006086/?radius=25,45000,26.0
2021,Honda,CR-V,Special Edition,4dr,SUV,25964.0,24949.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-04-11,https://www.edmunds.com/honda/cr-v/2021/vin/7FARW2H79ME029737/?radius=25,45000,6.0
2020,Honda,CR-V,EX,4dr,SUV,25974.0,23418.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2020/vin/2HKRW2H58LH676012/?radius=25,60000,
2021,Honda,CR-V,EX,4dr,SUV,25977.0,19585.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-12,https://www.edmunds.com/honda/cr-v/2021/vin/7FARW2H57ME008707/?radius=25,45000,36.0
2021,Honda,CR-V,EX,4dr,SUV,25985.0,25553.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-17,https://www.edmunds.com/honda/cr-v/2021/vin/5J6RW2H50MA010846/?radius=25,45000,31.0
2021,Honda,Pilot,EX,4dr,SUV,25985.0,44295.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-12,https://www.edmunds.com/honda/pilot/2021/vin/5FNYF6H33MB023217/?radius=25,45000,36.0
2020,Honda,CR-V,EX-L,4dr,SUV,25985.0,25012.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-22,https://www.edmunds.com/honda/cr-v/2020/vin/2HKRW2H89LH650738/?radius=25,60000,26.0
2020,Honda,CR-V,EX-L,4dr,SUV,25986.0,10409.0,0,1,Personal use only,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2020/vin/5J6RW1H8XLA019878/?radius=25,60000,
2019,Honda,Pilot,Touring,4dr,SUV,25989.0,26595.0,0,1,Personal use only,Clean Title,No,No,No,No,No,2024-03-15,https://www.edmunds.com/honda/pilot/2019/vin/5FNYF6H95KB025200/?radius=25,75000,33.0
2019,Honda,CR-V,EX,4dr,SUV,25990.0,33966.0,0,1,Personal use only,Clean Title,No,No,No,No,No,2024-03-09,https://www.edmunds.com/honda/cr-v/2019/vin/7FARW2H57KE004430/?radius=25,75000,39.0
2020,Honda,CR-V,EX,4dr,SUV,25990.0,51983.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-05,https://www.edmunds.com/honda/cr-v/2020/vin/2HKRW2H5XLH693085/?radius=25,60000,43.0
2021,Honda,CR-V,EX,4dr,SUV,25995.0,28477.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-03-30,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H55MH630316/?radius=25,45000,18.0
2021,Honda,CR-V,EX,4dr,SUV,25995.0,32210.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2021/vin/7FARW2H54ME004842/?radius=25,45000,
2021,Honda,CR-V,EX,4dr,SUV,25995.0,43365.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-04-11,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H50MH661862/?radius=25,45000,6.0
2020,Honda,CR-V,EX-L,4dr,SUV,25995.0,22505.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-14,https://www.edmunds.com/honda/cr-v/2020/vin/5J6RW2H82LL043831/?radius=25,60000,34.0
2021,Honda,CR-V,EX,4dr,SUV,25995.0,19831.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2021/vin/5J6RW2H50MA004853/?radius=25,45000,
2020,Honda,CR-V,EX-L,4dr,SUV,25995.0,54629.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-26,https://www.edmunds.com/honda/cr-v/2020/vin/5J6RW2H87LA018001/?radius=25,60000,22.0
2022,Honda,CR-V,Special Edition,4dr,SUV,25995.0,22141.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-03-07,https://www.edmunds.com/honda/cr-v/2022/vin/2HKRW2H79NH605714/?radius=25,30000,41.0
2021,Honda,CR-V,EX,4dr,SUV,25995.0,29890.0,0,1,Personal use,Clean Title,No,No,No,No,No,2023-09-13,https://www.edmunds.com/honda/cr-v/2021/vin/5J6RW2H50ML000418/?radius=25,45000,217.0
2021,Honda,CR-V,EX,4dr,SUV,25997.0,21303.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H50MH628165/?radius=25,45000,
2020,Honda,CR-V,EX,4dr,SUV,25998.0,26440.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2020/vin/5J6RW1H53LA020554/?radius=25,60000,
2020,Honda,CR-V,EX,4dr,SUV,25998.0,49809.0,0,1,Personal use only,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2020/vin/5J6RW2H53LA015537/?radius=25,60000,
