Year,Make,Model,Trim,Price,Mileage,Miles_threshold,Listed since,car_url,Days_on_market
2022,Toyota,RAV4,XLE,29995.0,12294.0,30000,2024-04-08,https://www.edmunds.com/toyota/rav4/2022/vin/2T3P1RFV8NC293234/?radius=25,9.0
2021,Toyota,RAV4,XLE,29995.0,10358.0,45000,2024-04-11,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV0MC235360/?radius=25,6.0
2021,Toyota,RAV4,XLE,29995.0,10355.0,45000,2024-04-02,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV5MW219492/?radius=25,15.0
2021,Toyota,RAV4,XLE,29998.0,25602.0,45000,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV3MC178006/?radius=25,
2021,Toyota,RAV4,XLE,29998.0,43790.0,45000,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3C1RFV1MC113797/?radius=25,
2021,Toyota,RAV4,LE,29998.0,16042.0,45000,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3H1RFVXMW140873/?radius=25,
2021,Toyota,RAV4,XLE,29998.0,29303.0,45000,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFVXMC145200/?radius=25,
2021,Toyota,RAV4,XLE,29998.0,32288.0,45000,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3C1RFV5MW111601/?radius=25,
2021,Toyota,RAV4,XLE,29998.0,38251.0,45000,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV7MC195973/?radius=25,
2022,Toyota,RAV4,XLE,29998.0,29317.0,30000,,https://www.edmunds.com/toyota/rav4/2022/vin/2T3C1RFV2NC178403/?radius=25,
2020,Toyota,RAV4,XLE,29998.0,5222.0,60000,,https://www.edmunds.com/toyota/rav4/2020/vin/2T3W1RFV0LW086330/?radius=25,
2021,Toyota,RAV4,XLE,29998.0,23417.0,45000,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3W1RFV5MC110222/?radius=25,
2021,Toyota,RAV4,XLE,29998.0,20880.0,45000,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV7MC217132/?radius=25,
2022,Toyota,RAV4,XLE,29998.0,24443.0,30000,,https://www.edmunds.com/toyota/rav4/2022/vin/2T3W1RFV0NC179529/?radius=25,
2021,Toyota,RAV4,XLE,29998.0,37310.0,45000,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV0MW237107/?radius=25,
2019,Toyota,RAV4,Adventure,29998.0,56936.0,75000,,https://www.edmunds.com/toyota/rav4/2019/vin/2T3J1RFV6KW003766/?radius=25,
2021,Toyota,RAV4,XLE,29998.0,26713.0,45000,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3W1RFV9MC130117/?radius=25,
2021,Toyota,RAV4,LE,29998.0,13330.0,45000,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3H1RFV4MC137386/?radius=25,
2021,Toyota,RAV4,XLE,29998.0,16611.0,45000,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3W1RFV9MC171136/?radius=25,
2020,Toyota,RAV4,Base,29998.0,2600.0,60000,,https://www.edmunds.com/toyota/rav4/2020/vin/2T3H1RFV9LW090899/?radius=25,
2023,Toyota,RAV4,LE,29998.0,14481.0,15000,,https://www.edmunds.com/toyota/rav4/2023/vin/2T3F1RFV3PC357890/?radius=25,
2021,Toyota,RAV4,XLE,29998.0,34539.0,45000,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV6MC246217/?radius=25,
2021,Toyota,RAV4,XLE,29998.0,29853.0,45000,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3C1RFV4MC105080/?radius=25,
2021,Toyota,RAV4,LE,29998.0,5579.0,45000,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV2MC183550/?radius=25,
2021,Toyota,RAV4,LE,29998.0,10148.0,45000,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3H1RFV1MC112591/?radius=25,
2022,Toyota,RAV4,LE,29998.0,9761.0,30000,,https://www.edmunds.com/toyota/rav4/2022/vin/2T3F1RFV7NW310597/?radius=25,
2023,Toyota,RAV4,LE,29998.0,7931.0,15000,,https://www.edmunds.com/toyota/rav4/2023/vin/2T3H1RFV5PC220149/?radius=25,
2019,Toyota,RAV4,Limited,29998.0,48914.0,75000,,https://www.edmunds.com/toyota/rav4/2019/vin/JTMN1RFV3KD519369/?radius=25,
2021,Toyota,RAV4,XLE,29998.0,25115.0,45000,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFVXMC222776/?radius=25,
2021,Toyota,RAV4,XLE,29998.0,20595.0,45000,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3W1RFV4MC152638/?radius=25,
2021,Toyota,RAV4,XLE,29998.0,34072.0,45000,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV5MC170148/?radius=25,
2022,Toyota,RAV4,XLE,29998.0,20629.0,30000,,https://www.edmunds.com/toyota/rav4/2022/vin/2T3P1RFV9NC262266/?radius=25,
2020,Toyota,RAV4,Base,29998.0,2600.0,60000,,https://www.edmunds.com/toyota/rav4/2020/vin/2T3H1RFV9LW090899/?radius=25,
2021,Toyota,RAV4,XLE,29998.0,21417.0,45000,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV3MC195548/?radius=25,
2022,Toyota,RAV4,LE,29998.0,6494.0,30000,,https://www.edmunds.com/toyota/rav4/2022/vin/2T3F1RFV3NC272089/?radius=25,
2020,Toyota,RAV4,LE,29998.0,13230.0,60000,,https://www.edmunds.com/toyota/rav4/2020/vin/2T3G1RFVXLW138941/?radius=25,
2021,Toyota,RAV4,LE,29998.0,13353.0,45000,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV3MW172202/?radius=25,
2022,Toyota,RAV4,XLE,29998.0,16793.0,30000,,https://www.edmunds.com/toyota/rav4/2022/vin/2T3W1RFV7NC200392/?radius=25,
2021,Toyota,RAV4,LE,29998.0,5146.0,45000,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV5MW190264/?radius=25,
2020,Toyota,RAV4,XLE,29999.0,8154.0,60000,2024-03-29,https://www.edmunds.com/toyota/rav4/2020/vin/2T3P1RFV5LC077046/?radius=25,19.0
2023,Toyota,RAV4,LE,29999.0,8818.0,15000,2024-03-27,https://www.edmunds.com/toyota/rav4/2023/vin/2T3F1RFV1PW344683/?radius=25,21.0
2021,Toyota,RAV4,XLE,30014.0,18735.0,45000,2024-03-25,https://www.edmunds.com/toyota/rav4/2021/vin/2T3A1RFV0MC170421/?radius=25,23.0
2021,Toyota,RAV4,XLE,30187.0,9224.0,45000,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV8MW235668/?radius=25,
2021,Toyota,RAV4,XLE,30459.0,28110.0,45000,2024-03-24,https://www.edmunds.com/toyota/rav4/2021/vin/2T3A1RFV9MW200692/?radius=25,24.0
2023,Toyota,RAV4,LE,30595.0,7761.0,15000,2024-04-07,https://www.edmunds.com/toyota/rav4/2023/vin/2T3F1RFV5PW345173/?radius=25,10.0
2021,Toyota,RAV4,XLE,30700.0,20570.0,45000,2024-04-01,https://www.edmunds.com/toyota/rav4/2021/vin/2T3A1RFV5MW199198/?radius=25,16.0
2021,Toyota,RAV4,XLE,30759.0,32323.0,45000,2024-03-31,https://www.edmunds.com/toyota/rav4/2021/vin/2T3A1RFV7MC213765/?radius=25,17.0
2021,Toyota,RAV4,XLE,30898.0,19310.0,45000,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV1MW190251/?radius=25,
2021,Toyota,RAV4,XLE,30932.0,23492.0,45000,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV7MC175738/?radius=25,
2021,Toyota,RAV4,XLE,30990.0,42565.0,45000,2024-04-08,https://www.edmunds.com/toyota/rav4/2021/vin/JTMA1RFVXMD084240/?radius=25,9.0
2019,Toyota,RAV4,XLE,30990.0,13105.0,75000,2024-03-21,https://www.edmunds.com/toyota/rav4/2019/vin/JTMA1RFV2KD036048/?radius=25,27.0
2022,Toyota,RAV4,LE,30992.0,22257.0,30000,2024-04-06,https://www.edmunds.com/toyota/rav4/2022/vin/2T3F1RFV4NW268163/?radius=25,11.0
2021,Toyota,RAV4,XLE,30995.0,31361.0,45000,2024-03-26,https://www.edmunds.com/toyota/rav4/2021/vin/2T3A1RFV2MW190409/?radius=25,22.0
2021,Toyota,RAV4,XLE,30995.0,26025.0,45000,2024-02-27,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV3MC196411/?radius=25,50.0
2022,Toyota,RAV4,XLE,30995.0,27022.0,30000,2024-03-15,https://www.edmunds.com/toyota/rav4/2022/vin/2T3P1RFV8NW311133/?radius=25,33.0
2021,Toyota,RAV4,XLE,30998.0,26623.0,45000,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV0MW170993/?radius=25,
2021,Toyota,RAV4,XLE,30998.0,44435.0,45000,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3A1RFV8MC155617/?radius=25,
2023,Toyota,RAV4,XLE,30998.0,7970.0,15000,,https://www.edmunds.com/toyota/rav4/2023/vin/2T3W1RFV2PW270769/?radius=25,
2023,Toyota,RAV4,LE,30998.0,6500.0,15000,,https://www.edmunds.com/toyota/rav4/2023/vin/2T3K1RFV9PC226199/?radius=25,
2021,Toyota,RAV4,LE,30998.0,5681.0,45000,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV5MW167017/?radius=25,
2020,Toyota,RAV4,XLE,30998.0,4279.0,60000,,https://www.edmunds.com/toyota/rav4/2020/vin/JTMC1RFVXLD519409/?radius=25,
2022,Toyota,RAV4,XLE,30998.0,13940.0,30000,,https://www.edmunds.com/toyota/rav4/2022/vin/2T3W1RFV3NC176222/?radius=25,
2021,Toyota,RAV4,XLE,30998.0,28884.0,45000,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV0MW226866/?radius=25,
2021,Toyota,RAV4,XLE,30998.0,14707.0,45000,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3W1RFVXMW136829/?radius=25,
2022,Toyota,RAV4,XLE,30998.0,18933.0,30000,,https://www.edmunds.com/toyota/rav4/2022/vin/2T3W1RFV0NC181698/?radius=25,
2022,Toyota,RAV4,XLE,30998.0,7298.0,30000,,https://www.edmunds.com/toyota/rav4/2022/vin/2T3P1RFV3NC299278/?radius=25,
2021,Toyota,RAV4,XLE,30998.0,26747.0,45000,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV9MC186742/?radius=25,
2020,Toyota,RAV4,XLE,30998.0,45385.0,60000,,https://www.edmunds.com/toyota/rav4/2020/vin/JTMC1RFV1LD520254/?radius=25,
2020,Toyota,RAV4,XLE,30998.0,9321.0,60000,,https://www.edmunds.com/toyota/rav4/2020/vin/2T3C1RFV9LW058450/?radius=25,
2021,Toyota,RAV4,XLE,30998.0,41490.0,45000,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3A1RFV6MW240664/?radius=25,
2021,Toyota,RAV4,XLE,30998.0,13801.0,45000,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV7MW142396/?radius=25,
2022,Toyota,RAV4,XLE,31061.0,16631.0,30000,,https://www.edmunds.com/toyota/rav4/2022/vin/2T3C1RFV8NW231989/?radius=25,
2023,Toyota,RAV4,XLE,31295.0,8504.0,15000,2024-03-18,https://www.edmunds.com/toyota/rav4/2023/vin/2T3P1RFV5PC367230/?radius=25,30.0
2021,Toyota,RAV4,XLE,31299.0,5301.0,45000,2024-04-02,https://www.edmunds.com/toyota/rav4/2021/vin/2T3A1RFV3MC207736/?radius=25,15.0
2021,Toyota,RAV4,XLE,31299.0,5301.0,45000,2024-04-02,https://www.edmunds.com/toyota/rav4/2021/vin/2T3A1RFV3MC207736/?radius=25,15.0
2023,Toyota,RAV4,XLE,31457.0,4189.0,15000,2024-03-03,https://www.edmunds.com/toyota/rav4/2023/vin/2T3P1RFV6PC355071/?radius=25,45.0
2023,Toyota,RAV4,XLE,31490.0,2956.0,15000,2024-03-13,https://www.edmunds.com/toyota/rav4/2023/vin/2T3P1RFV6PC334298/?radius=25,35.0
2021,Toyota,RAV4,Limited,31495.0,9704.0,45000,2024-03-20,https://www.edmunds.com/toyota/rav4/2021/vin/JTMN1RFV9MD075658/?radius=25,28.0
2021,Toyota,RAV4,Limited,31707.0,34248.0,45000,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3N1RFV5MW207561/?radius=25,
2021,Toyota,RAV4,XLE,31990.0,28924.0,45000,2024-03-18,https://www.edmunds.com/toyota/rav4/2021/vin/2T3C1RFV9MC094254/?radius=25,30.0
2020,Toyota,RAV4,XLE,31990.0,19251.0,60000,2024-04-04,https://www.edmunds.com/toyota/rav4/2020/vin/JTMA1RFV6LJ028957/?radius=25,13.0
2021,Toyota,RAV4,LE,31992.0,10832.0,45000,2024-03-30,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV1MC169932/?radius=25,18.0
2021,Toyota,RAV4,XLE,31995.0,29517.0,45000,2024-02-27,https://www.edmunds.com/toyota/rav4/2021/vin/2T3A1RFV2MW207838/?radius=25,50.0
2019,Toyota,RAV4,XLE,31995.0,36338.0,75000,2022-07-19,https://www.edmunds.com/toyota/rav4/2019/vin/2T3A1RFVXKC021785/?radius=25,638.0
2023,Toyota,RAV4,LE,31997.0,14640.0,15000,,https://www.edmunds.com/toyota/rav4/2023/vin/2T3F1RFVXPC344859/?radius=25,
2022,Toyota,RAV4,XLE,31998.0,19962.0,30000,,https://www.edmunds.com/toyota/rav4/2022/vin/JTMC1RFV1ND086355/?radius=25,
2021,Toyota,RAV4,XLE,31998.0,25871.0,45000,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3C1RFV7MW153879/?radius=25,
2022,Toyota,RAV4,XLE,31998.0,16928.0,30000,,https://www.edmunds.com/toyota/rav4/2022/vin/2T3W1RFV5NC179025/?radius=25,
2021,Toyota,RAV4,XLE,31998.0,18172.0,45000,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV2MW176407/?radius=25,
2022,Toyota,RAV4,XLE,31998.0,17519.0,30000,,https://www.edmunds.com/toyota/rav4/2022/vin/2T3C1RFV3NC192892/?radius=25,
2019,Toyota,RAV4,Adventure,31998.0,25228.0,75000,,https://www.edmunds.com/toyota/rav4/2019/vin/JTMJ1RFV3KJ003528/?radius=25,
2021,Toyota,RAV4,XLE,31998.0,36725.0,45000,,https://www.edmunds.com/toyota/rav4/2021/vin/JTMA1RFV1MD074437/?radius=25,
2021,Toyota,RAV4,XLE,31998.0,18782.0,45000,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3C1RFV0MW144683/?radius=25,
2021,Toyota,RAV4,XLE,31998.0,23500.0,45000,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3C1RFV4MC091732/?radius=25,
2023,Toyota,RAV4,XLE,31998.0,11916.0,15000,,https://www.edmunds.com/toyota/rav4/2023/vin/2T3W1RFV7PC231127/?radius=25,
2022,Toyota,RAV4,XLE,31998.0,19992.0,30000,,https://www.edmunds.com/toyota/rav4/2022/vin/2T3C1RFV0NW190659/?radius=25,
2022,Toyota,RAV4,XLE,31998.0,24891.0,30000,,https://www.edmunds.com/toyota/rav4/2022/vin/2T3W1RFV6NC195105/?radius=25,
2021,Toyota,RAV4,XLE,31998.0,25809.0,45000,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3A1RFV4MC189182/?radius=25,
2021,Toyota,RAV4,XLE,31998.0,36868.0,45000,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3A1RFV8MC194000/?radius=25,
2023,Toyota,RAV4,LE,31998.0,873.0,15000,,https://www.edmunds.com/toyota/rav4/2023/vin/2T3F1RFV9PW396384/?radius=25,
2021,Toyota,RAV4,XLE,31998.0,4442.0,45000,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3W1RFV5MC136836/?radius=25,
2022,Toyota,RAV4,XLE,31998.0,12166.0,30000,,https://www.edmunds.com/toyota/rav4/2022/vin/2T3W1RFV3NC185115/?radius=25,
2022,Toyota,RAV4,XLE,31998.0,17806.0,30000,,https://www.edmunds.com/toyota/rav4/2022/vin/2T3P1RFV0NW327701/?radius=25,
2021,Toyota,RAV4,XLE,32220.0,31753.0,45000,2024-03-02,https://www.edmunds.com/toyota/rav4/2021/vin/2T3A1RFVXMW214133/?radius=25,46.0
2021,Toyota,RAV4,XLE,32341.0,19343.0,45000,,https://www.edmunds.com/toyota/rav4/2021/vin/JTMA1RFV8MD069848/?radius=25,
2021,Toyota,RAV4,XLE,32498.0,17076.0,45000,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV7MW191811/?radius=25,
2022,Toyota,RAV4,XLE,32590.0,4954.0,30000,2024-04-02,https://www.edmunds.com/toyota/rav4/2022/vin/2T3W1RFV3NW208732/?radius=25,15.0
2019,Toyota,RAV4,Limited,32683.0,20267.0,75000,2024-03-28,https://www.edmunds.com/toyota/rav4/2019/vin/2T3N1RFV2KW038287/?radius=25,20.0
2020,Toyota,RAV4,XLE,32950.0,10242.0,60000,2024-03-20,https://www.edmunds.com/toyota/rav4/2020/vin/JTMA1RFV2LJ028695/?radius=25,28.0
2019,Toyota,RAV4,Limited,32980.0,29560.0,75000,,https://www.edmunds.com/toyota/rav4/2019/vin/JTMN1RFV0KD520544/?radius=25,
2019,Toyota,RAV4,Limited,32990.0,21573.0,75000,2024-04-10,https://www.edmunds.com/toyota/rav4/2019/vin/JTMN1RFV4KD002484/?radius=25,7.0
2021,Toyota,RAV4,Limited,32990.0,43703.0,45000,2024-04-11,https://www.edmunds.com/toyota/rav4/2021/vin/JTMN1RFVXMD082652/?radius=25,6.0
2021,Toyota,RAV4,XLE,32990.0,29115.0,45000,2024-04-08,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFVXMW244324/?radius=25,9.0
2022,Toyota,RAV4,XLE,32990.0,9818.0,30000,2024-03-22,https://www.edmunds.com/toyota/rav4/2022/vin/2T3P1RFV3NC299345/?radius=25,26.0
2021,Toyota,RAV4,XLE,32992.0,16015.0,45000,2024-03-16,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV5MC200913/?radius=25,32.0
2021,Toyota,RAV4,Adventure,32995.0,43767.0,45000,2023-09-20,https://www.edmunds.com/toyota/rav4/2021/vin/2T3J1RFV9MW186308/?radius=25,210.0
2021,Toyota,RAV4,XLE,32995.0,14274.0,45000,2024-03-30,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV7MC223125/?radius=25,18.0
2021,Toyota,RAV4,XLE,32995.0,44578.0,45000,2024-03-19,https://www.edmunds.com/toyota/rav4/2021/vin/JTMA1RFV3MD074911/?radius=25,29.0
2022,Toyota,RAV4,XLE,32998.0,14801.0,30000,,https://www.edmunds.com/toyota/rav4/2022/vin/2T3C1RFV7NC200895/?radius=25,
2019,Toyota,RAV4,XLE,32998.0,24040.0,75000,,https://www.edmunds.com/toyota/rav4/2019/vin/JTMA1RFV4KD008381/?radius=25,
2021,Toyota,RAV4,XLE,32998.0,18121.0,45000,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3C1RFV3MW142071/?radius=25,
2021,Toyota,RAV4,XLE,32998.0,30795.0,45000,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3A1RFV2MW152453/?radius=25,
2022,Toyota,RAV4,XLE,32998.0,11692.0,30000,,https://www.edmunds.com/toyota/rav4/2022/vin/2T3P1RFV8NW309947/?radius=25,
2021,Toyota,RAV4,XLE,32998.0,26082.0,45000,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV3MC180886/?radius=25,
2022,Toyota,RAV4,XLE,32998.0,17370.0,30000,,https://www.edmunds.com/toyota/rav4/2022/vin/2T3P1RFV8NC261450/?radius=25,
2022,Toyota,RAV4,XLE,32998.0,19452.0,30000,,https://www.edmunds.com/toyota/rav4/2022/vin/2T3P1RFV1NW308848/?radius=25,
2023,Toyota,RAV4,XLE,32998.0,8786.0,15000,,https://www.edmunds.com/toyota/rav4/2023/vin/2T3P1RFV1PC345239/?radius=25,
2023,Toyota,RAV4,XLE,33119.0,3035.0,15000,2024-03-27,https://www.edmunds.com/toyota/rav4/2023/vin/2T3P1RFV3PC385970/?radius=25,21.0
2021,Toyota,RAV4,Limited,33158.0,14009.0,45000,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3Y1RFV2MC092464/?radius=25,
2022,Toyota,RAV4,XLE,33186.0,12502.0,30000,,https://www.edmunds.com/toyota/rav4/2022/vin/2T3A1RFV0NW318583/?radius=25,
2023,Toyota,RAV4,XLE,33480.0,12274.0,15000,,https://www.edmunds.com/toyota/rav4/2023/vin/2T3P1RFV0PC354319/?radius=25,
2022,Toyota,RAV4,XLE,33491.0,14333.0,30000,2024-03-30,https://www.edmunds.com/toyota/rav4/2022/vin/2T3A1RFV4NW298628/?radius=25,18.0
2022,Toyota,RAV4,XLE,33590.0,16857.0,30000,2024-03-20,https://www.edmunds.com/toyota/rav4/2022/vin/2T3C1RFV4NW234811/?radius=25,28.0
2020,Toyota,RAV4,TRD,33990.0,31329.0,60000,,https://www.edmunds.com/toyota/rav4/2020/vin/2T3J1RFV8LC107355/?radius=25,
2022,Toyota,RAV4,XLE,33990.0,25281.0,30000,2024-04-09,https://www.edmunds.com/toyota/rav4/2022/vin/2T3C1RFVXNC177595/?radius=25,8.0
2022,Toyota,RAV4,XLE,33992.0,18855.0,30000,2024-04-06,https://www.edmunds.com/toyota/rav4/2022/vin/2T3P1RFV1NW275124/?radius=25,11.0
2021,Toyota,RAV4,XLE,33998.0,9964.0,45000,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3A1RFV5MW240168/?radius=25,
2022,Toyota,RAV4,XLE,33998.0,20532.0,30000,,https://www.edmunds.com/toyota/rav4/2022/vin/2T3P1RFV0NW293839/?radius=25,
2022,Toyota,RAV4,XLE,33998.0,14996.0,30000,,https://www.edmunds.com/toyota/rav4/2022/vin/2T3W1RFV3NC174437/?radius=25,
2022,Toyota,RAV4,XLE,33998.0,12751.0,30000,,https://www.edmunds.com/toyota/rav4/2022/vin/2T3C1RFV0NW235843/?radius=25,
2023,Toyota,RAV4,XLE,33998.0,9570.0,15000,,https://www.edmunds.com/toyota/rav4/2023/vin/JTMW1RFV5PD097732/?radius=25,
2022,Toyota,RAV4,XLE,33998.0,14139.0,30000,,https://www.edmunds.com/toyota/rav4/2022/vin/2T3C1RFV6NW218092/?radius=25,
2023,Toyota,RAV4,XLE,34395.0,5223.0,15000,2023-03-10,https://www.edmunds.com/toyota/rav4/2023/vin/2T3A1RFVXPC343169/?radius=25,404.0
2023,Toyota,RAV4,XLE,34395.0,5581.0,15000,2023-03-23,https://www.edmunds.com/toyota/rav4/2023/vin/2T3A1RFV5PC346688/?radius=25,391.0
2023,Toyota,RAV4,XLE,34401.0,12524.0,15000,,https://www.edmunds.com/toyota/rav4/2023/vin/2T3P1RFVXPW398388/?radius=25,
2020,Toyota,RAV4,Limited,34590.0,9850.0,60000,2024-04-11,https://www.edmunds.com/toyota/rav4/2020/vin/2T3Y1RFV1LW062787/?radius=25,6.0
2021,Toyota,RAV4,Limited,34950.0,12118.0,45000,2024-02-27,https://www.edmunds.com/toyota/rav4/2021/vin/JTMN1RFV7MD075190/?radius=25,50.0
2021,Toyota,RAV4,XLE,34992.0,13981.0,45000,2024-04-06,https://www.edmunds.com/toyota/rav4/2021/vin/2T3A1RFV2MC212670/?radius=25,11.0
2022,Toyota,RAV4,XLE,34992.0,14555.0,30000,2024-04-06,https://www.edmunds.com/toyota/rav4/2022/vin/2T3P1RFV5NW289138/?radius=25,11.0
2020,Toyota,RAV4,Limited,34998.0,15360.0,60000,,https://www.edmunds.com/toyota/rav4/2020/vin/2T3N1RFV3LW130509/?radius=25,
2023,Toyota,RAV4,XLE,34998.0,13357.0,15000,,https://www.edmunds.com/toyota/rav4/2023/vin/2T3P1RFV7PW361993/?radius=25,
2021,Toyota,RAV4,Limited,35950.0,5913.0,45000,2024-01-22,https://www.edmunds.com/toyota/rav4/2021/vin/2T3N1RFV7MW217931/?radius=25,86.0
2021,Toyota,RAV4,XLE,35995.0,22002.0,45000,2024-02-08,https://www.edmunds.com/toyota/rav4/2021/vin/2T3A1RFV1MC182707/?radius=25,69.0
2023,Toyota,RAV4,XLE,35998.0,7847.0,15000,,https://www.edmunds.com/toyota/rav4/2023/vin/2T3C1RFV4PW265804/?radius=25,
2021,Toyota,RAV4,XLE,35998.0,14060.0,45000,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3A1RFV6MW195399/?radius=25,
2022,Toyota,RAV4,XLE,35998.0,11387.0,30000,,https://www.edmunds.com/toyota/rav4/2022/vin/2T3A1RFVXNC318236/?radius=25,
2022,Toyota,RAV4,XLE,35998.0,12542.0,30000,,https://www.edmunds.com/toyota/rav4/2022/vin/2T3A1RFV6NC283145/?radius=25,
2021,Toyota,RAV4,TRD,35998.0,7121.0,45000,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3S1RFV1MW232363/?radius=25,
2021,Toyota,RAV4,Adventure,35998.0,20362.0,45000,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3J1RFV2MW174498/?radius=25,
2022,Toyota,RAV4,TRD,36998.0,15202.0,30000,,https://www.edmunds.com/toyota/rav4/2022/vin/2T3S1RFV7NW314325/?radius=25,
2023,Toyota,RAV4,XLE,36998.0,11595.0,15000,,https://www.edmunds.com/toyota/rav4/2023/vin/2T3C1RFV8PW244633/?radius=25,
2023,Toyota,RAV4,XLE,37998.0,3704.0,15000,,https://www.edmunds.com/toyota/rav4/2023/vin/2T3A1RFV7PW399066/?radius=25,
2021,Toyota,RAV4,TRD,38998.0,16323.0,45000,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3S1RFV1MW198098/?radius=25,
2023,Toyota,RAV4,XLE,39998.0,1624.0,15000,,https://www.edmunds.com/toyota/rav4/2023/vin/2T3A1RFV8PW397648/?radius=25,
2021,Toyota,RAV4,Limited,40367.0,11246.0,45000,2024-02-16,https://www.edmunds.com/toyota/rav4/2021/vin/JTMN1RFV1MD078473/?radius=25,61.0
2023,Toyota,RAV4,Adventure,40998.0,1466.0,15000,,https://www.edmunds.com/toyota/rav4/2023/vin/2T3J1RFV3PW387271/?radius=25,
2019,Honda,CR-V,LX,19418.0,71260.0,75000,,https://www.edmunds.com/honda/cr-v/2019/vin/2HKRW5H35KH400076/?radius=25,
2020,Honda,Pilot,EX,19800.0,57108.0,60000,2024-03-26,https://www.edmunds.com/honda/pilot/2020/vin/5FNYF6H32LB062492/?radius=25,22.0
2020,Honda,CR-V,LX,20329.0,40979.0,60000,2024-03-29,https://www.edmunds.com/honda/cr-v/2020/vin/2HKRW2H23LH666820/?radius=25,19.0
2019,Honda,CR-V,EX,20439.0,45641.0,75000,2024-03-29,https://www.edmunds.com/honda/cr-v/2019/vin/2HKRW2H55KH643239/?radius=25,19.0
2019,Honda,CR-V,EX,20688.0,56313.0,75000,2024-02-28,https://www.edmunds.com/honda/cr-v/2019/vin/5J6RW2H56KL001523/?radius=25,49.0
2020,Honda,CR-V,LX,20778.0,34774.0,60000,2023-06-30,https://www.edmunds.com/honda/cr-v/2020/vin/2HKRW2H21LH626929/?radius=25,292.0
2019,Honda,CR-V,LX,20998.0,66835.0,75000,,https://www.edmunds.com/honda/cr-v/2019/vin/2HKRW6H32KH219264/?radius=25,
2020,Honda,CR-V,LX,20999.0,43365.0,60000,2024-02-23,https://www.edmunds.com/honda/cr-v/2020/vin/2HKRW2H27LH653116/?radius=25,54.0
